tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,25-29,Perempuan,1581,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,25-29,Perempuan,1532,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,25-29,Perempuan,1552,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,25-29,Perempuan,1046,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,25-29,Perempuan,1258,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,25-29,Perempuan,127,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,25-29,Perempuan,115,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,25-29,Perempuan,760,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,25-29,Perempuan,421,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,25-29,Perempuan,1223,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,25-29,Perempuan,1201,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,25-29,Perempuan,151,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,25-29,Perempuan,300,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,25-29,Perempuan,898,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,25-29,Perempuan,1027,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,25-29,Perempuan,1998,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,25-29,Perempuan,1530,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,25-29,Perempuan,649,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,25-29,Perempuan,1077,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,25-29,Perempuan,1822,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,25-29,Perempuan,1228,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,25-29,Perempuan,1794,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,25-29,Perempuan,2798,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,25-29,Perempuan,1751,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,25-29,Perempuan,2256,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,25-29,Perempuan,1918,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,25-29,Perempuan,2499,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,25-29,Perempuan,1884,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,25-29,Perempuan,1998,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,25-29,Perempuan,2050,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,25-29,Perempuan,1810,
2019,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,25-29,Perempuan,2283,
2019,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,25-29,Perempuan,1730,
2019,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,25-29,Perempuan,2034,
2019,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,25-29,Perempuan,1004,
2019,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,25-29,Perempuan,1216,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,25-29,Perempuan,113,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,25-29,Perempuan,416,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,25-29,Perempuan,662,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,25-29,Perempuan,109,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,25-29,Perempuan,263,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,25-29,Perempuan,125,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,25-29,Perempuan,218,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,25-29,Perempuan,520,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,25-29,Perempuan,1776,
2019,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,25-29,Perempuan,1546,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,25-29,Perempuan,879,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,25-29,Perempuan,2077,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,25-29,Perempuan,1027,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,25-29,Perempuan,1278,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,25-29,Perempuan,994,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,25-29,Perempuan,446,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,25-29,Perempuan,3002,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,25-29,Perempuan,2806,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,25-29,Perempuan,1875,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,25-29,Perempuan,2602,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,25-29,Perempuan,1999,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,25-29,Perempuan,1831,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,25-29,Perempuan,1264,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,25-29,Perempuan,2519,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,25-29,Perempuan,2536,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,25-29,Perempuan,1950,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,25-29,Perempuan,1931,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,25-29,Perempuan,1414,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,25-29,Perempuan,1324,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,25-29,Perempuan,1171,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,25-29,Perempuan,968,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,25-29,Perempuan,791,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,25-29,Perempuan,1504,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,25-29,Perempuan,1655,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,25-29,Perempuan,1953,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,25-29,Perempuan,1859,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,25-29,Perempuan,1194,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,25-29,Perempuan,1690,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,25-29,Perempuan,1753,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,25-29,Perempuan,1411,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,25-29,Perempuan,1265,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,25-29,Perempuan,1723,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,25-29,Perempuan,429,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,25-29,Perempuan,1032,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,25-29,Perempuan,1492,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,25-29,Perempuan,2538,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,25-29,Perempuan,1702,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,25-29,Perempuan,2308,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,25-29,Perempuan,1685,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,25-29,Perempuan,2192,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,25-29,Perempuan,1200,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,25-29,Perempuan,2232,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,25-29,Perempuan,1474,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,25-29,Perempuan,2040,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,25-29,Perempuan,1553,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,25-29,Perempuan,1783,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,25-29,Perempuan,1255,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,25-29,Perempuan,2103,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,25-29,Perempuan,2271,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,25-29,Perempuan,2210,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,25-29,Perempuan,4126,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,25-29,Perempuan,1263,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,25-29,Perempuan,4987,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,25-29,Perempuan,2974,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,25-29,Perempuan,4997,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,25-29,Perempuan,1484,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,25-29,Perempuan,2805,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,25-29,Perempuan,2866,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,25-29,Perempuan,2862,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,25-29,Perempuan,3403,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,25-29,Perempuan,3586,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,25-29,Perempuan,1086,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,25-29,Perempuan,1203,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,25-29,Perempuan,1763,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,25-29,Perempuan,1714,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANGRANTI,25-29,Perempuan,1373,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,25-29,Perempuan,2398,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,25-29,Perempuan,1365,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,25-29,Perempuan,2018,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,25-29,Perempuan,3234,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,25-29,Perempuan,3274,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,25-29,Perempuan,2480,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,25-29,Perempuan,1833,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,25-29,Perempuan,1921,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,25-29,Perempuan,1339,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,25-29,Perempuan,1424,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,25-29,Perempuan,1401,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,25-29,Perempuan,1195,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,25-29,Perempuan,1116,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,25-29,Perempuan,1403,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,25-29,Perempuan,3226,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,25-29,Perempuan,926,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,30-34,Laki-Laki,282,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,30-34,Laki-Laki,316,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,30-34,Laki-Laki,123,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,30-34,Laki-Laki,87,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,30-34,Laki-Laki,256,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,30-34,Laki-Laki,170,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,30-34,Laki-Laki,139,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,30-34,Laki-Laki,704,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,30-34,Laki-Laki,867,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,30-34,Laki-Laki,832,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,30-34,Laki-Laki,510,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,30-34,Laki-Laki,1046,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,30-34,Laki-Laki,607,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,30-34,Laki-Laki,1372,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,30-34,Laki-Laki,1056,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,30-34,Laki-Laki,701,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,30-34,Laki-Laki,1470,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,30-34,Laki-Laki,1056,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,30-34,Laki-Laki,1368,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,30-34,Laki-Laki,1159,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,30-34,Laki-Laki,1335,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,30-34,Laki-Laki,887,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,30-34,Laki-Laki,1539,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,30-34,Laki-Laki,1073,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,30-34,Laki-Laki,1589,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,30-34,Laki-Laki,407,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,30-34,Laki-Laki,492,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,30-34,Laki-Laki,1248,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,30-34,Laki-Laki,1571,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,30-34,Laki-Laki,788,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,30-34,Laki-Laki,1022,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,30-34,Laki-Laki,1093,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,30-34,Laki-Laki,1691,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,30-34,Laki-Laki,1035,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,30-34,Laki-Laki,1231,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,30-34,Laki-Laki,1126,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,30-34,Laki-Laki,393,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,30-34,Laki-Laki,191,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,30-34,Laki-Laki,653,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,30-34,Laki-Laki,135,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,30-34,Laki-Laki,975,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,30-34,Laki-Laki,940,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,30-34,Laki-Laki,1792,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,30-34,Laki-Laki,1725,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,30-34,Laki-Laki,1090,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,30-34,Laki-Laki,508,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,30-34,Laki-Laki,1668,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,30-34,Laki-Laki,1119,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,30-34,Laki-Laki,959,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,30-34,Laki-Laki,2001,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,30-34,Laki-Laki,4958,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,30-34,Laki-Laki,682,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,30-34,Laki-Laki,1877,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,30-34,Laki-Laki,4049,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,30-34,Laki-Laki,2531,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,30-34,Laki-Laki,1830,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,30-34,Laki-Laki,3448,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,30-34,Laki-Laki,2174,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,30-34,Laki-Laki,1653,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,30-34,Laki-Laki,2868,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,30-34,Laki-Laki,3627,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,30-34,Laki-Laki,2512,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,30-34,Laki-Laki,1627,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,30-34,Laki-Laki,3802,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,30-34,Laki-Laki,3254,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,30-34,Laki-Laki,1911,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,30-34,Laki-Laki,2345,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,30-34,Laki-Laki,2458,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,30-34,Laki-Laki,2470,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,30-34,Laki-Laki,3311,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,30-34,Laki-Laki,1536,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,30-34,Laki-Laki,3826,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,30-34,Laki-Laki,1860,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,30-34,Laki-Laki,2192,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,30-34,Laki-Laki,3666,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,30-34,Laki-Laki,1942,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,30-34,Laki-Laki,4135,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,30-34,Laki-Laki,1367,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,30-34,Laki-Laki,1700,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,30-34,Laki-Laki,2494,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,30-34,Laki-Laki,1547,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,30-34,Laki-Laki,3522,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,30-34,Laki-Laki,4310,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,30-34,Laki-Laki,3608,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,30-34,Laki-Laki,1779,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,30-34,Laki-Laki,7765,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,30-34,Laki-Laki,4563,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,30-34,Laki-Laki,847,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,30-34,Laki-Laki,777,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,30-34,Laki-Laki,1413,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,30-34,Laki-Laki,1478,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,30-34,Laki-Laki,1294,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,30-34,Laki-Laki,1979,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,30-34,Laki-Laki,2189,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,30-34,Laki-Laki,700,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,30-34,Laki-Laki,1007,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,30-34,Laki-Laki,820,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,30-34,Laki-Laki,640,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,30-34,Laki-Laki,330,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,30-34,Laki-Laki,902,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,30-34,Laki-Laki,354,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,30-34,Laki-Laki,498,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,30-34,Laki-Laki,528,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,30-34,Laki-Laki,1434,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,30-34,Laki-Laki,1044,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,30-34,Laki-Laki,1413,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,30-34,Laki-Laki,1194,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,30-34,Laki-Laki,1836,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,30-34,Laki-Laki,1626,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,30-34,Laki-Laki,1156,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,30-34,Laki-Laki,1140,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,30-34,Laki-Laki,161,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,30-34,Laki-Laki,743,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,30-34,Laki-Laki,2881,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,30-34,Laki-Laki,2103,
